Atleta,Equipe Janela Análise,Posição,Liga,Participação,Defesa,Construção,Ataque,Último passe,Ameaça Ofensiva,Drible,Participação_percentil,Defesa_percentil,Construção_percentil,Ataque_percentil,Último passe_percentil,Ameaça ofensiva_percentil,Drible_percentil
D. Chávez,Atlético Bucaramanga,MEIO-CAMPO,COL,0.98,-0.82,2.0,1.0,0.89,-0.15,0.77,78,31,91,75,73,59,83
V. Mejía,Atlético Bucaramanga,MEIO-CAMPO,COL,1.56,1.85,0.11,-0.52,-0.35,-2.1,0.12,91,89,54,42,56,4,63
F. Castro,Deportivo Cali,MEIO-CAMPO,COL,-0.77,1.18,-1.67,-1.64,-2.03,-0.4,-0.79,29,78,15,14,1,53,20
D. Moreno,Junior,MEIO-CAMPO,COL,2.86,2.33,0.64,0.09,-1.62,0.2,-1.35,98,93,70,56,15,70,4
L. Pérez,Once Caldas,MEIO-CAMPO,COL,-0.08,-0.16,0.01,0.34,-1.15,-1.36,-0.94,48,50,50,63,38,24,14
J. Guevara,Jaguares de Córdoba,MEIO-CAMPO,COL,-1.47,-1.71,0.35,-0.79,-1.08,-0.23,-0.81,12,12,58,34,39,56,19
D. Giraldo,Millonarios,MEIO-CAMPO,COL,1.12,-0.38,0.15,0.46,-1.48,-1.12,-1.09,81,42,55,65,23,30,10
J. Roa,Deportivo Pasto,MEIO-CAMPO,COL,-1.41,0.52,-1.47,-1.7,-1.16,-0.84,-0.61,14,63,18,12,37,37,31
J. Ríos,Tolima,MEIO-CAMPO,COL,1.75,1.58,1.22,1.08,-0.76,-2.02,-0.39,94,86,82,78,44,7,41
F. Lozano,Boyacá Chicó,MEIO-CAMPO,COL,-2.54,-0.55,-1.41,-1.32,-1.24,0.93,-0.59,3,37,22,25,35,82,34
A. Zárate,Atlético Bucaramanga,MEIO-CAMPO,COL,-0.35,0.73,-0.93,-0.24,0.31,-1.76,0.0,40,70,30,49,69,14,60
Moisés Villarroel,Águilas Doradas,MEIO-CAMPO,COL,-0.58,-0.29,-1.08,-0.27,0.87,-0.48,-0.1,35,45,26,47,72,48,56
J. Vásquez,Deportivo Pereira,MEIO-CAMPO,COL,1.06,0.53,0.88,0.86,-1.28,-0.75,1.42,80,64,75,71,33,41,90
R. Tavera,Atlético Huila,MEIO-CAMPO,COL,1.47,2.98,-0.84,-1.39,-1.78,-1.43,-1.13,88,96,31,22,10,21,10
G. Cabezas,Deportivo Cali,MEIO-CAMPO,COL,0.55,0.58,-0.07,-0.21,0.04,-1.35,1.46,71,66,49,50,64,25,90
E. Camargo,Deportivo Cali,MEIO-CAMPO,COL,0.02,-0.3,-0.35,-0.39,-1.43,-1.75,-0.36,50,43,43,46,25,15,42
L. Mosquera,América de Cali,MEIO-CAMPO,COL,-1.77,-1.27,-2.54,-2.1,-1.49,2.14,-0.1,9,18,4,8,22,85,55
S. Gómez,Coritiba,MEIO-CAMPO,COL,0.37,0.98,-1.02,-0.61,-0.13,-0.73,-0.08,62,75,27,37,60,42,58
J. Solís,Girona,MEIO-CAMPO,COL,0.27,-0.13,-0.75,-0.6,1.13,-0.75,0.57,58,50,34,38,76,40,80
Y. Arboleda,Jaguares de Córdoba,MEIO-CAMPO,COL,-0.64,0.27,-2.07,-1.21,-1.27,-0.42,0.34,30,54,8,26,34,52,71
Y. Velásquez,Santa Fe,MEIO-CAMPO,COL,2.9,3.29,-0.73,-0.19,-1.34,-0.94,0.15,99,97,35,50,29,34,66
R. Mejía,Atlético Nacional,MEIO-CAMPO,COL,0.3,0.95,0.61,-0.25,-0.54,-1.99,-0.58,61,74,70,48,52,9,35
J. Colorado,Unión Magdalena,MEIO-CAMPO,COL,-1.3,-0.41,-1.65,-1.69,-1.55,-0.48,-0.22,16,41,17,13,16,49,50
N. Palacio,Real Salt Lake,MEIO-CAMPO,COL,-0.99,-0.51,-1.75,-1.2,-1.66,-1.23,-0.01,22,38,13,27,13,29,59
J. Quiñónes,América de Cali,MEIO-CAMPO,COL,0.49,0.3,-0.96,-0.44,2.77,2.66,3.27,64,55,30,44,90,88,100
J. Bocanegra,Deportivo Pereira,MEIO-CAMPO,COL,-0.88,-2.14,0.44,1.58,2.43,-0.54,0.18,27,11,62,84,88,47,67
D. Moreno,Medellín,MEIO-CAMPO,COL,-0.59,-1.26,-0.97,-0.49,-0.71,3.34,0.22,32,19,29,43,46,91,69
K. Salazar,Deportivo Cali,MEIO-CAMPO,COL,0.51,1.31,0.87,-0.05,-0.54,-1.3,-1.18,67,80,74,54,51,26,7
G. Baier,Unión Magdalena,MEIO-CAMPO,COL,-0.11,1.35,-0.99,-0.91,-0.96,-1.16,-0.78,45,81,28,32,41,30,22
E. Moreno,Deportivo Pereira,MEIO-CAMPO,COL,-1.91,-0.88,-1.73,-1.64,-0.29,0.28,-0.71,5,28,14,15,58,72,27
J. Castillo,Alianza Petrolera,MEIO-CAMPO,COL,-0.23,0.88,0.97,0.8,-0.16,-1.1,0.4,43,73,76,69,59,31,76
S. Orozco,Alianza Petrolera,MEIO-CAMPO,COL,0.61,-0.17,-0.31,0.46,-0.35,-0.16,0.53,74,49,45,64,57,58,79
D. Padilla,Jaguares de Córdoba,MEIO-CAMPO,COL,0.27,1.25,-0.82,-0.42,-1.54,-1.24,-0.34,59,79,32,45,19,28,44
K. Londoño,Boyacá Chicó,MEIO-CAMPO,COL,-0.47,-1.41,0.54,0.52,-0.76,-0.93,-0.64,36,15,67,68,45,35,29
B. Díaz,Atlético Huila,MEIO-CAMPO,COL,-1.67,-0.61,-0.64,-0.19,1.08,0.06,0.09,10,35,37,51,75,66,62
F. Cantillo,Unión Magdalena,MEIO-CAMPO,COL,-1.88,-1.16,-2.47,-1.02,-0.03,0.54,-0.19,7,22,5,28,63,77,51
J. Zuluaga,Deportivo Pereira,MEIO-CAMPO,COL,0.85,-0.22,1.03,1.96,-0.11,0.11,-0.3,77,47,78,88,61,67,46
S. Hernández,Atlético Huila,MEIO-CAMPO,COL,-1.15,-2.68,2.25,1.03,0.5,0.05,-0.73,19,6,93,77,70,64,26
H. Martínez,Junior,MEIO-CAMPO,COL,1.31,-0.2,1.39,0.91,-1.36,-1.04,-0.59,83,48,85,73,27,32,33
F. Leys,América de Cali,MEIO-CAMPO,COL,0.49,1.77,-0.27,-0.98,-1.33,-1.82,-0.6,65,88,46,30,30,12,32
P. Lima,La Equidad,MEIO-CAMPO,COL,0.11,-1.03,1.09,2.85,0.1,0.92,-0.64,53,25,80,96,65,81,28
J. Alvarado,Medellín,MEIO-CAMPO,COL,1.59,0.47,2.18,1.21,-1.51,-2.06,-1.37,93,62,92,79,21,6,3
J. Portilla,América de Cali,MEIO-CAMPO,COL,1.14,0.59,0.54,0.84,-1.54,-0.96,0.14,82,67,66,70,18,33,64
D. Torres,Medellín,MEIO-CAMPO,COL,1.43,0.99,1.06,0.3,0.13,-0.04,-0.45,86,76,79,61,66,63,40
S. Támara,Boyacá Chicó,MEIO-CAMPO,COL,0.11,-1.35,1.56,2.17,1.9,0.47,-0.5,55,17,86,90,84,76,38
J. Pineda,Águilas Doradas,MEIO-CAMPO,COL,0.54,0.12,0.48,2.45,1.25,0.38,-0.28,70,52,63,91,77,75,48
Jesus Rivas,Águilas Doradas,MEIO-CAMPO,COL,0.14,-0.64,0.43,0.8,1.91,2.33,1.82,56,34,61,70,85,87,93
Iago Falqué,América de Cali,MEIO-CAMPO,COL,-1.23,-3.39,0.38,1.55,3.04,5.01,2.67,18,2,59,83,93,98,98
M. Monsalve,Medellín,MEIO-CAMPO,COL,-1.89,-2.33,-1.67,-1.8,3.8,4.93,2.29,6,10,16,9,98,97,96
J. Pérez,Atlético Bucaramanga,MEIO-CAMPO,COL,-0.42,-3.37,1.27,1.9,0.58,3.01,0.19,37,3,83,87,70,90,68
R. Hinojosa,Unión Magdalena,MEIO-CAMPO,COL,1.45,0.73,2.67,2.57,2.13,0.13,1.38,87,71,94,92,86,68,89
H. Mojica,Alianza Petrolera,MEIO-CAMPO,COL,-2.9,-3.68,1.74,2.8,3.79,2.9,0.39,1,1,88,95,97,90,75
J. Torres,Atlético Nacional,MEIO-CAMPO,COL,-0.9,-1.48,0.03,0.25,-0.62,2.21,-0.09,25,14,52,60,50,86,57
A. Arroyo,Deportivo Cali,MEIO-CAMPO,COL,0.0,0.42,-1.78,-1.01,-0.65,2.79,0.48,50,60,11,29,49,89,78
A. Ricaurte,Medellín,MEIO-CAMPO,COL,1.56,-0.9,1.11,1.23,1.84,0.05,0.67,90,27,81,80,82,65,81
D. Arcila,Envigado,MEIO-CAMPO,COL,-0.96,-0.85,-1.41,-1.45,1.87,0.38,0.9,23,30,21,20,83,74,85
K. Velasco,Puebla,MEIO-CAMPO,COL,0.54,-1.04,2.71,3.11,2.87,5.09,1.66,70,24,95,98,91,99,92
C. Marrugo,Santa Fe,MEIO-CAMPO,COL,0.3,-1.21,1.64,1.88,5.84,1.99,-0.49,60,21,87,86,99,84,39
S. Acosta,Alianza Petrolera,MEIO-CAMPO,COL,-2.37,-2.35,-1.76,0.51,1.39,5.41,2.47,4,10,12,67,79,100,97
S. Cárdenas,Once Caldas,MEIO-CAMPO,COL,1.53,-2.66,4.06,3.96,1.59,-0.91,0.31,89,7,99,100,80,36,70
F. Sambueza,Santa Fe,MEIO-CAMPO,COL,-0.37,0.39,0.56,1.4,2.77,1.43,1.17,39,59,68,81,90,83,87
Á. Peña,Boyacá Chicó,MEIO-CAMPO,COL,-0.02,-1.5,3.14,2.38,3.06,3.44,2.94,49,13,96,90,94,92,99
B. Arce,Once Caldas,MEIO-CAMPO,COL,-0.28,-1.37,0.65,0.89,1.81,0.78,2.12,42,16,71,72,81,79,95
L. González,Junior,MEIO-CAMPO,COL,-0.58,-3.27,0.86,1.48,3.34,4.83,1.95,33,4,73,82,95,96,94
D. Quintero,América de Cali,MEIO-CAMPO,COL,-1.11,-2.54,3.89,2.62,6.8,3.94,1.6,21,8,97,93,100,95,91
J. Reina,Atlético Bucaramanga,MEIO-CAMPO,COL,-0.92,-2.49,1.95,1.84,2.92,-0.08,1.18,24,9,90,85,92,61,88
D. Silva,Millonarios,MEIO-CAMPO,COL,0.81,-0.9,1.93,1.96,2.57,3.67,0.99,76,26,89,89,89,94,86
Y. Guzmán,Tolima,MEIO-CAMPO,COL,-0.58,-2.86,1.96,2.68,3.79,3.6,0.14,34,5,90,94,96,93,65
Thiago,Cumbayá,MEIO-CAMPO,ECU,0.18,2.46,-2.1,-2.02,-1.88,-1.73,-0.34,51,92,6,8,5,10,52
M. Martínez,LDU Quito,MEIO-CAMPO,ECU,-0.26,-0.64,0.59,0.84,0.22,0.96,-0.41,46,35,70,70,63,78,41
E. Caicedo,Aucas,MEIO-CAMPO,ECU,0.54,2.63,-0.48,-1.17,-1.46,-1.18,-0.29,65,94,43,25,25,30,54
Ó. Zambrano,LDU Quito,MEIO-CAMPO,ECU,2.16,1.76,1.74,0.15,-1.55,-1.89,-0.88,97,89,83,59,13,2,16
F. Flores,Gualaceo,MEIO-CAMPO,ECU,-0.49,0.97,-1.89,-1.75,-1.53,-0.56,-0.96,38,78,10,16,16,52,8
R. Morocho Roldán,Gualaceo,MEIO-CAMPO,ECU,-2.04,-0.04,-1.73,0.9,-0.19,1.52,0.61,5,57,13,71,56,86,83
R. Tapia,Cumbayá,MEIO-CAMPO,ECU,-1.43,-1.2,-1.28,-1.25,-1.44,-0.32,-0.52,13,16,25,22,27,62,33
L. Piovi,LDU Quito,MEIO-CAMPO,ECU,0.97,-0.67,1.27,1.81,0.53,-1.11,-0.58,84,32,81,87,70,32,27
J. Góngora,Gualaceo,MEIO-CAMPO,ECU,1.08,2.88,-0.15,-1.3,-1.54,-1.51,-0.66,87,97,57,19,14,16,24
N. Rinaldi,Deportivo Cuenca,MEIO-CAMPO,ECU,0.7,2.06,-0.82,-0.72,0.64,-0.33,0.09,73,90,35,37,71,60,73
R. Melo,Deportivo Cuenca,MEIO-CAMPO,ECU,0.64,0.59,-0.24,-0.56,-1.72,-1.25,-0.66,70,71,54,44,8,27,22
K. Minda,Universidad Católica,MEIO-CAMPO,ECU,-0.89,-2.07,0.57,-0.77,-0.5,0.65,-0.77,24,10,68,35,54,75,21
R. Borja,El Nacional,MEIO-CAMPO,ECU,-1.46,1.65,-1.36,-0.64,-1.24,-1.29,-0.93,11,86,22,38,35,25,11
J. Montaño,Guayaquil City,MEIO-CAMPO,ECU,2.29,0.05,-1.67,-2.15,-2.17,-1.87,0.59,98,59,14,5,2,3,81
N. Molina,Delfin,MEIO-CAMPO,ECU,1.76,1.01,2.89,1.22,1.33,3.09,2.11,94,79,95,78,83,94,95
P. Mercado,Independiente del Valle,MEIO-CAMPO,ECU,-0.33,-0.65,-0.23,-0.36,-1.36,0.89,0.06,41,33,56,51,30,76,70
C. Pellerano,Independiente del Valle,MEIO-CAMPO,ECU,1.52,-2.1,1.85,-0.09,-1.32,-0.83,-1.24,92,8,84,57,32,41,2
R. Calderón,Orense,MEIO-CAMPO,ECU,0.38,0.95,0.02,0.29,1.14,1.44,-1.02,57,76,59,62,78,84,3
C. Valencia,Emelec B,MEIO-CAMPO,ECU,2.15,4.1,-0.35,-1.03,-1.47,-1.68,-0.21,95,100,52,27,24,11,56
A. Mina,Aucas,MEIO-CAMPO,ECU,0.54,1.03,-2.73,-0.77,-1.11,-1.39,1.0,63,81,3,33,38,22,87
A. Valverde,Libertad,MEIO-CAMPO,ECU,-1.84,-1.1,0.04,0.46,0.14,-0.88,-0.92,6,19,62,67,60,40,13
C. Villalba,Emelec,MEIO-CAMPO,ECU,0.82,2.81,-1.94,-2.31,-1.51,-0.61,-0.39,79,95,8,3,21,48,44
J. Trindade,Barcelona,MEIO-CAMPO,ECU,0.27,-0.49,-0.44,-1.0,-0.65,-0.34,-0.64,56,43,48,30,51,59,25
M. Julio,El Nacional,MEIO-CAMPO,ECU,-1.25,-0.83,-0.41,-1.0,-1.39,-0.65,1.08,14,27,49,29,29,44,90
F. Mera,Deportivo Cuenca,MEIO-CAMPO,ECU,0.73,0.58,-0.48,1.49,1.82,-0.3,0.97,75,70,44,79,86,63,86
O. Mejía,Técnico Universitario,MEIO-CAMPO,ECU,-0.62,-0.52,0.82,-0.53,-0.86,-1.18,0.03,30,41,75,46,41,29,65
J. Espinoza,Emelec,MEIO-CAMPO,ECU,0.6,-0.63,-1.06,-1.77,-1.19,-1.78,-0.91,68,37,32,14,37,8,14
B. Tana,El Nacional,MEIO-CAMPO,ECU,-0.52,1.69,0.97,2.77,0.95,-1.03,-1.01,35,87,79,97,76,33,5
J. Alcívar,Independiente del Valle,MEIO-CAMPO,ECU,1.04,-1.76,2.5,0.94,1.28,-0.67,-0.42,86,13,90,75,79,43,40
J. Quiñónez,Aucas,MEIO-CAMPO,ECU,-1.62,-1.48,-0.57,-0.26,0.35,-0.4,-0.1,10,14,38,54,65,55,60
F. Ávila,Libertad,MEIO-CAMPO,ECU,0.55,0.27,0.76,1.03,-0.91,0.39,1.17,67,63,73,76,40,71,92
P. Larrea,Libertad,MEIO-CAMPO,ECU,-0.84,-0.47,-2.18,-1.86,-1.76,-0.4,-0.03,27,46,5,11,6,55,63
J. Estacio,Mushuc Runa,MEIO-CAMPO,ECU,0.51,-0.36,-1.25,-0.46,-1.52,-1.49,-0.38,62,49,27,48,17,17,46
J. Valverde,LDU Quito,MEIO-CAMPO,ECU,0.19,0.74,0.92,0.17,-0.85,-1.67,0.36,52,73,76,60,43,13,76
B. Téliz,Mushuc Runa,MEIO-CAMPO,ECU,-0.96,1.24,-1.15,-1.3,-0.17,-0.58,-0.41,22,84,29,21,57,51,43
L. Faravelli,Independiente del Valle,MEIO-CAMPO,ECU,1.37,-0.53,2.82,1.66,2.36,1.03,-0.37,90,40,94,83,90,79,51
J. Cevallos,Emelec,MEIO-CAMPO,ECU,-0.55,-0.85,2.45,1.66,3.4,2.29,-0.57,32,25,89,84,94,89,30
S. Tapiero,Técnico Universitario,MEIO-CAMPO,ECU,-0.97,0.26,-1.36,-2.08,-1.51,1.24,-0.57,21,62,21,6,19,83,29
J. Humanante,Guayaquil City,MEIO-CAMPO,ECU,0.42,-0.05,0.63,-0.6,-1.57,-1.63,-0.94,60,56,71,41,11,14,10
F. Gaibor,Barcelona,MEIO-CAMPO,ECU,0.26,-0.81,3.15,2.23,0.78,-0.63,-0.15,54,30,97,92,73,46,59
É. Vega,Aucas,MEIO-CAMPO,ECU,-2.39,-2.17,-1.77,-1.89,0.15,-1.29,-0.37,3,6,11,10,62,24,48
D. Jiménez,Técnico Universitario,MEIO-CAMPO,ECU,-1.23,-0.48,-0.98,-0.89,-0.81,-1.43,-0.21,16,44,33,32,44,19,57
Erick Pluas,Orense,MEIO-CAMPO,ECU,-0.31,0.47,-0.67,0.33,-0.54,-0.91,-0.47,44,68,37,65,52,38,37
C. Vélez,Mushuc Runa,MEIO-CAMPO,ECU,-1.0,-1.02,-0.37,-0.63,-0.77,0.08,-0.8,19,22,51,40,49,67,19
W. Fernández,Guayaquil City,MEIO-CAMPO,ECU,0.65,-0.57,-1.62,-0.45,0.37,-1.0,-0.37,71,38,16,49,67,35,49
Leonai Souza,Barcelona,MEIO-CAMPO,ECU,1.23,1.12,-1.55,-1.84,-1.9,-1.83,0.08,89,83,19,13,3,6,71
R. Garcés,Libertad,MEIO-CAMPO,ECU,-1.09,0.46,0.46,-0.28,-1.48,1.12,-0.48,17,67,65,52,22,81,35
Cristian Gabriel Garcia,Delfin,MEIO-CAMPO,ECU,0.76,2.96,-0.57,-1.21,-1.57,-1.83,-0.97,78,98,40,24,10,6,6
A. Assis,Orense,MEIO-CAMPO,ECU,0.88,0.3,-1.28,-0.57,-1.31,-0.34,-0.46,83,65,24,43,33,57,38
F. Martínez,Universidad Católica,MEIO-CAMPO,ECU,2.98,-0.14,5.16,3.23,1.32,-0.59,0.31,100,52,100,98,81,49,75
J. Paredes,Cumbayá,MEIO-CAMPO,ECU,-0.77,-1.08,0.02,0.29,0.41,-1.39,-0.05,29,21,60,63,68,21,62
R. Jaramillo,Delfin,MEIO-CAMPO,ECU,-0.51,0.21,-1.62,-1.46,-0.81,-0.93,-0.85,37,60,17,17,46,37,17
M. Balda,El Nacional,MEIO-CAMPO,ECU,-0.31,-0.24,2.72,1.78,2.31,0.23,0.55,43,51,92,86,89,68,79
S. López,Deportivo Cuenca,MEIO-CAMPO,ECU,-0.39,-2.87,2.01,3.51,3.2,2.82,0.05,40,2,86,100,92,90,68
S. González,LDU Quito,MEIO-CAMPO,ECU,0.82,0.81,-0.45,2.12,1.79,2.15,0.04,81,75,46,89,84,87,67
K. Páez,Independiente del Valle,MEIO-CAMPO,ECU,-0.02,-1.8,0.46,2.23,2.28,3.8,0.96,48,11,67,90,87,95,84
R. César,Guayaquil City,MEIO-CAMPO,ECU,-3.06,-2.29,-3.47,-2.36,-0.8,-0.12,-0.56,2,5,2,2,48,65,32
R. Otero,Aucas,MEIO-CAMPO,ECU,-0.54,-1.17,0.12,0.91,0.84,0.35,4.05,33,17,63,73,75,70,100
J. Rezabala,Guayaquil City,MEIO-CAMPO,ECU,0.05,-1.0,-0.55,-0.17,-0.05,0.62,2.81,49,24,41,56,59,73,98
D. Díaz,Barcelona,MEIO-CAMPO,ECU,-0.87,-2.59,2.12,2.71,5.17,5.0,1.08,25,3,87,95,100,98,89
M. Díaz,Universidad Católica,MEIO-CAMPO,ECU,0.42,-0.82,3.85,2.67,3.93,2.86,1.83,59,29,98,94,97,92,94
J. Julio,LDU Quito,MEIO-CAMPO,ECU,0.75,-0.46,-1.12,0.47,3.77,6.3,2.48,76,48,30,68,95,100,97
J. Vergés,Gualaceo,MEIO-CAMPO,ECU,-1.64,-0.12,0.95,1.65,3.96,3.99,0.5,8,54,78,81,98,97,78
J. Cullen,Burnley,MEIO-CAMPO,ENG1,-0.2,0.14,0.08,-0.67,-0.67,-2.02,-0.44,43,57,59,39,43,9,40
Fred,Fenerbahçe,MEIO-CAMPO,ENG1,2.75,2.99,0.29,0.03,1.73,0.28,0.92,99,97,64,61,87,59,84
B. Soumaré,Sevilla,MEIO-CAMPO,ENG1,0.98,1.17,0.17,-0.52,-1.85,-2.3,0.3,76,81,62,42,9,3,69
T. Adams,Bournemouth,MEIO-CAMPO,ENG1,1.98,2.88,-0.26,-0.6,-1.42,-2.26,-0.87,94,96,53,40,21,4,22
E. Álvarez,West Ham United,MEIO-CAMPO,ENG1,0.67,2.7,-1.26,-1.84,-1.68,-1.94,-1.01,70,94,29,3,17,14,14
W. Ndidi,Leicester City,MEIO-CAMPO,ENG1,1.1,1.64,-2.47,-2.33,-2.11,-2.15,-0.89,80,88,2,1,4,6,18
P. Sarr,Tottenham Hotspur,MEIO-CAMPO,ENG1,-0.14,-1.71,0.06,-0.43,-0.64,-0.19,-0.18,48,14,58,47,46,51,54
O. Norwood,Sheffield United,MEIO-CAMPO,ENG1,-0.34,1.76,1.05,0.53,-1.15,-1.52,-1.57,41,89,74,70,30,23,1
K. Dewsbury-Hall,Leicester City,MEIO-CAMPO,ENG1,0.77,1.58,-0.52,1.21,-0.84,-0.18,1.29,73,87,49,82,38,52,89
R. Freuler,Bologna,MEIO-CAMPO,ENG1,-1.56,0.09,-1.16,-1.66,-1.79,-2.01,-1.46,9,53,33,10,12,11,2
S. McTominay,Manchester United,MEIO-CAMPO,ENG1,-1.37,-0.6,-1.9,-1.54,-1.74,2.59,-0.65,16,39,13,11,16,90,31
W. McKennie,Juventus,MEIO-CAMPO,ENG1,-0.84,1.07,-0.71,-0.97,-1.01,-1.12,-0.69,30,78,43,28,37,34,29
İ. Gündoğan,Barcelona,MEIO-CAMPO,ENG1,-0.45,-2.76,1.52,0.99,0.47,3.39,-0.32,37,2,77,78,67,96,47
L. Cook,Bournemouth,MEIO-CAMPO,ENG1,-1.69,-0.19,-0.66,-0.31,-1.48,-2.32,-0.52,7,51,46,50,18,2,34
Y. Bissouma,Tottenham Hotspur,MEIO-CAMPO,ENG1,2.15,0.88,0.68,-0.08,-1.43,-1.55,1.66,96,72,72,58,19,21,93
C. Eriksen,Manchester United,MEIO-CAMPO,ENG1,0.72,-1.57,2.33,1.81,2.28,-0.58,-0.88,72,17,89,92,91,46,21
W. Hughes,Crystal Palace,MEIO-CAMPO,ENG1,-0.37,1.2,-1.56,-1.16,-1.02,-1.4,-0.53,40,82,18,21,36,30,32
Fabinho,Al Ittihad,MEIO-CAMPO,ENG1,1.02,0.6,0.04,-0.95,-0.5,-1.73,-0.73,78,63,57,29,51,19,26
Jorginho,Arsenal,MEIO-CAMPO,ENG1,1.67,-0.06,3.42,1.34,-0.61,-1.96,-1.07,91,52,96,84,48,13,11
Y. Tielemans,Aston Villa,MEIO-CAMPO,ENG1,0.49,0.76,2.88,0.97,0.51,-1.42,0.64,67,69,93,77,70,29,79
T. Partey,Arsenal,MEIO-CAMPO,ENG1,2.28,-0.26,3.84,2.16,-1.08,-0.96,0.27,97,50,97,96,33,39,67
Casemiro,Manchester United,MEIO-CAMPO,ENG1,2.29,4.08,2.64,1.02,-0.08,0.63,-1.1,98,99,92,79,58,66,8
H. Reed,Fulham,MEIO-CAMPO,ENG1,-0.47,-0.4,-1.4,-0.13,-0.05,-0.9,-0.72,36,43,22,56,60,40,28
O. Mangala,Nottingham Forest,MEIO-CAMPO,ENG1,-1.31,-0.37,-2.1,-1.83,-2.04,-1.51,0.12,17,44,10,4,7,24,60
T. Souček,West Ham United,MEIO-CAMPO,ENG1,-1.41,0.73,-2.1,-1.29,-1.21,1.28,-1.09,13,67,9,17,29,79,9
C. Nørgaard,Brentford,MEIO-CAMPO,ENG1,0.71,2.42,0.11,0.05,-0.48,-0.13,-0.99,71,92,61,62,52,56,16
C. Doucouré,Crystal Palace,MEIO-CAMPO,ENG1,-0.84,1.16,-0.74,-1.2,-1.24,-1.88,-0.39,28,80,42,20,27,17,43
A. Mac Allister,Liverpool,MEIO-CAMPO,ENG1,1.19,-0.9,1.62,0.77,0.65,1.28,0.35,82,30,79,73,73,80,73
E. Fernández,Chelsea,MEIO-CAMPO,ENG1,1.68,-1.1,4.39,2.05,0.64,-0.5,-0.21,92,26,99,93,72,49,51
I. Gueye,Everton,MEIO-CAMPO,ENG1,0.1,1.99,-0.8,-0.77,-1.43,-1.46,-0.26,57,91,39,36,20,27,49
Rodri,Manchester City,MEIO-CAMPO,ENG1,3.23,-0.93,3.15,1.67,0.89,0.67,-0.27,100,28,94,89,77,68,48
J. Lerma,Crystal Palace,MEIO-CAMPO,ENG1,-1.05,-0.86,0.29,-0.54,-0.76,-0.31,-0.89,24,31,63,41,40,50,19
João Palhinha,Fulham,MEIO-CAMPO,ENG1,1.52,4.2,-1.65,-1.68,-2.3,-0.99,-0.03,89,100,16,8,2,37,57
M. Caicedo,Chelsea,MEIO-CAMPO,ENG1,1.41,0.4,0.32,-0.36,-1.15,-2.0,-0.39,88,60,66,49,31,12,42
Bruno Guimarães,Newcastle United,MEIO-CAMPO,ENG1,1.21,0.14,1.69,0.63,0.91,-0.17,1.07,83,56,81,72,78,53,87
D. Rice,Arsenal,MEIO-CAMPO,ENG1,0.05,-0.29,0.51,0.2,-1.06,-0.57,0.27,54,48,70,63,34,47,66
S. Lukić,Fulham,MEIO-CAMPO,ENG1,-0.03,1.0,-1.74,-0.76,-1.79,-1.42,-1.23,52,74,14,37,13,28,4
M. Nakamba,Luton Town,MEIO-CAMPO,ENG1,-1.27,0.14,-1.96,-1.67,-1.81,-2.09,-0.92,18,54,11,9,11,7,17
J. Brownhill,Burnley,MEIO-CAMPO,ENG1,-1.56,-0.84,-2.26,-0.83,-1.32,0.9,-1.18,10,32,6,32,23,72,7
S. Berge,Burnley,MEIO-CAMPO,ENG1,-0.14,-0.37,-1.91,-1.24,-1.9,-0.99,-0.03,47,46,12,18,8,38,58
H. Elliott,Liverpool,MEIO-CAMPO,ENG1,0.51,-0.36,1.15,1.11,2.11,0.82,0.19,68,47,76,81,90,71,64
F. Onyeka,Brentford,MEIO-CAMPO,ENG1,-0.06,1.79,-1.33,-1.21,-0.06,-0.66,0.31,50,90,26,19,59,44,71
Vinicius Souza,Sheffield United,MEIO-CAMPO,ENG1,0.0,2.66,-2.11,-1.44,-2.42,-1.92,-1.07,53,93,8,13,1,16,12
G. Hamer,Sheffield United,MEIO-CAMPO,ENG1,-2.04,-1.54,-1.43,-1.1,-0.55,-0.01,-1.21,4,18,20,22,50,57,6
C. Jones,Liverpool,MEIO-CAMPO,ENG1,1.23,-0.63,0.64,-0.18,-0.27,1.59,0.14,86,38,71,54,54,83,62
Marc Roca,Real Betis,MEIO-CAMPO,ENG1,0.43,1.24,0.1,-0.03,-0.55,-1.5,-0.49,63,84,60,60,49,26,37
D. Szoboszlai,Liverpool,MEIO-CAMPO,ENG1,1.57,-0.46,0.35,0.88,1.93,0.33,1.49,90,41,67,74,89,61,91
J. Rothwell,Bournemouth,MEIO-CAMPO,ENG1,-1.54,-1.26,-1.33,-1.06,-0.7,-2.04,-0.15,11,24,24,23,41,8,56
R. Yates,Nottingham Forest,MEIO-CAMPO,ENG1,0.07,0.96,-2.29,-1.86,-1.35,-1.12,-1.07,56,73,4,2,22,33,11
Danilo,Nottingham Forest,MEIO-CAMPO,ENG1,-2.41,-1.35,-1.23,-1.83,-0.77,0.31,-0.68,3,22,31,6,39,60,30
J. Henderson,Al Ettifaq,MEIO-CAMPO,ENG1,0.33,-1.83,2.25,3.58,1.72,-0.52,-0.49,61,12,88,98,86,48,38
B. Gilmour,Brighton,MEIO-CAMPO,ENG1,1.23,-2.07,2.39,1.38,0.51,-1.82,-0.49,84,11,91,87,69,18,36
J. Willock,Newcastle United,MEIO-CAMPO,ENG1,-0.82,-0.52,-0.78,0.36,2.74,1.5,2.38,31,40,40,67,93,82,98
