,Atleta,Equipe Janela Análise,Idade,Liga,Posição
451,D. Kondrakov,Sliema Wanderers,26,BUL,ATACANTE
452,M. Ntelo,Lokomotiv Plovdiv,23,BUL,ATACANTE
453,I. Vasilev,Etar,23,BUL,ATACANTE
454,M. Toshev,Septemvri Sofia,34,BUL,ATACANTE
455,S. Traoré,Lokomotiv Sofia 1929,26,BUL,ATACANTE
456,A. Vutov,CSKA 1948 Sofia,27,BUL,ATACANTE
457,E. Stoev,Slavia Sofia,28,BUL,ATACANTE
458,I. Issa,Cherno More,34,BUL,ATACANTE
459,K. Duah,Ludogorets,27,BUL,ATACANTE
460,Diego Raposo,Krumovgrad,27,BUL,ATACANTE
461,M. Sekulić,Botev Plovdiv,25,BUL,ATACANTE
462,D. Nazon,Kayserispor,30,BUL,ATACANTE
463,Patrick Luan,Krumovgrad,25,BUL,ATACANTE
464,G. Minchev,AEL,29,BUL,ATACANTE
465,V. Nikolov,Slavia Sofia,23,BUL,ATACANTE
466,P. Borukov,Marítimo,24,BUL,ATACANTE
467,A. Iliev,Cherno More,29,BUL,ATACANTE
468,T. Yordanov,Arda,25,BUL,ATACANTE
469,G. Nikolov,Botev Plovdiv,21,BUL,ATACANTE
470,D. Mitkov,Lokomotiv Sofia 1929,24,BUL,ATACANTE
471,Rwan Cruz,Ludogorets,23,BUL,ATACANTE
472,D. Genov,Botev Vratsa,35,BUL,ATACANTE
473,M. Phaeton,CSKA Sofia,24,BUL,ATACANTE
474,Ricardinho,Levski Sofia,23,BUL,ATACANTE
475,H. Komano,OFK Pirin,24,BUL,ATACANTE
476,França,Lokomotiv Sofia 1929,29,BUL,ATACANTE
477,D. Iliev,Lokomotiv Plovdiv,35,BUL,ATACANTE
478,B. Perea,Botev Vratsa,31,BUL,ATACANTE
479,A. Kolev,Krumovgrad,31,BUL,ATACANTE
480,W. Ponce,Unión La Calera,26,CAN,ATACANTE
481,E. Ongaro,Novara,25,CAN,ATACANTE
482,O. De Rosario,Tacoma Defiance,22,CAN,ATACANTE
483,Rubén del Campo,Atlético Ottawa,24,CAN,ATACANTE
484,T. Coimbra,HFX Wanderers FC,20,CAN,ATACANTE
485,W. Pacius,Nashville SC,23,CAN,ATACANTE
486,A. Reid,Pacific FC,24,CAN,ATACANTE
487,S. Salter,Atlético Ottawa,23,CAN,ATACANTE
488,K. Williams,Valour FC,23,CAN,ATACANTE
489,M. Shaw,Cavalry,28,CAN,ATACANTE
490,B. Wright,York United FC,29,CAN,ATACANTE
491,A. Díaz,Vancouver FC,28,CAN,ATACANTE
492,S. Hundal,Valour FC,24,CAN,ATACANTE
493,M. Bevan,Cavalry,27,CAN,ATACANTE
494,T. Campbell,Forge,25,CAN,ATACANTE
495,B. Monroy,Cobreloa,24,CHI,ATACANTE
496,C. Waterman,Alianza Lima,33,CHI,ATACANTE
497,R. Contreras,Everton,28,CHI,ATACANTE
498,G. Álvarez,Audax Italiano,27,CHI,ATACANTE
499,S. Lomónaco,Panetolikos FC,25,CHI,ATACANTE
500,F. Flores,Deportes Limache,37,CHI,ATACANTE
501,A. Rodríguez,Santa Fe,26,CHI,ATACANTE
502,S. Pino,Deportes Iquique,30,CHI,ATACANTE
503,C. Insaurralde,Cobreloa,32,CHI,ATACANTE
504,G. Graciani,Ñublense,30,CHI,ATACANTE
505,B. Blando,Melgar,29,CHI,ATACANTE
506,J. Larrivey,Magallanes,39,CHI,ATACANTE
507,P. Sánchez,Ñublense,26,CHI,ATACANTE
508,N. Guerra,Universidad de Chile,25,CHI,ATACANTE
509,F. Soldano,Unión La Calera,29,CHI,ATACANTE
510,I. Jeraldino,Audax Italiano,28,CHI,ATACANTE
511,G. Lezcano,Cobresal,37,CHI,ATACANTE
512,M. Salas,Racing Club,26,CHI,ATACANTE
513,I. Díaz,Copiapó,34,CHI,ATACANTE
514,L. Garate,Huracán,30,CHI,ATACANTE
515,T. Figueroa,Copiapó,32,CHI,ATACANTE
516,R. Holgado,América de Cali,28,CHI,ATACANTE
517,D. Pizarro,Colo Colo,19,CHI,ATACANTE
518,M. Campos,Everton,32,CHI,ATACANTE
519,A. Castillo,O'Higgins,27,CHI,ATACANTE
520,G. Tapia,Universidad Católica,22,CHI,ATACANTE
521,P. Rubio,Ñublense,35,CHI,ATACANTE
522,S. Sáez,Huachipato,39,CHI,ATACANTE
523,C. Palacios,Universidad de Chile,33,CHI,ATACANTE
524,M. Quinteros,Copiapó,35,CHI,ATACANTE
525,D. Coelho,Cobresal,29,CHI,ATACANTE
526,G. Sosa,Palestino,35,CHI,ATACANTE
527,I. Sosa,Ñublense,37,CHI,ATACANTE
528,M. Rodríguez,Huachipato,23,CHI,ATACANTE
529,L. Fernández,Universidad de Chile,33,CHI,ATACANTE
530,L. Valencia,Cobresal,33,CHI,ATACANTE
531,L. Cabral,Coquimbo Unido,29,CHI,ATACANTE
532,F. Zampedri,Universidad Católica,36,CHI,ATACANTE
533,Cheng Changcheng,Changchun Yatai,33,CHN,ATACANTE
534,Zhang Yuning,Beijing Guoan,27,CHN,ATACANTE
535,Yan Xiangchuang,Dalian Young Boy,37,CHN,ATACANTE
536,Duan Liuyu,Qingdao West Coast,25,CHN,ATACANTE
537,Tao Qianglong,Wuhan Three Towns,22,CHN,ATACANTE
538,J. Godínez,Nantong Zhiyun,27,CHN,ATACANTE
539,Du Yuezheng,Shenzhen,18,CHN,ATACANTE
540,Alan,Qingdao West Coast,34,CHN,ATACANTE
541,Pedro Henrique,Wuhan Three Towns,27,CHN,ATACANTE
542,Héber,Cangzhou Mighty Lions,32,CHN,ATACANTE
543,Darlan,Wuhan Three Towns,26,CHN,ATACANTE
544,R. Castillo,Motagua,32,CHN,ATACANTE
545,J. Locadia,Amorebieta,30,CHN,ATACANTE
546,André Luis,Shanghai Shenhua,30,CHN,ATACANTE
547,M. Boakye,Qingdao Hainiu,29,CHN,ATACANTE
548,Bruno Nazário,Henan Songshan Longmen,29,CHN,ATACANTE
549,N. Mushekwi,Yunnan Yukun,36,CHN,ATACANTE
550,A. Yakubu,Rio Ave,25,CHN,ATACANTE
551,C. Manzoki,Hatta,27,CHN,ATACANTE
552,F. Acheampong,Henan Songshan Longmen,30,CHN,ATACANTE
553,F. Brown Forbes,East Bengal,32,CHN,ATACANTE
554,Serginho,Changchun Yatai,29,CHN,ATACANTE
555,Zheng Haoqian,Nantong Zhiyun,25,CHN,ATACANTE
556,Xie Weijun,Tianjin Tigers,26,CHN,ATACANTE
557,F. Abreu,Beijing Guoan,31,CHN,ATACANTE
558,T. Conraad,Meizhou Hakka,27,CHN,ATACANTE
559,Cryzan,Shandong Taishan,27,CHN,ATACANTE
560,R. Beric,Changchun Yatai,32,CHN,ATACANTE
561,C. Malele,Shanghai Shenhua,30,CHN,ATACANTE
562,N. Čović,Henan Songshan Longmen,32,CHN,ATACANTE
563,Tan Long,Changchun Yatai,36,CHN,ATACANTE
564,Felipe,Chengdu Rongcheng,32,CHN,ATACANTE
565,Wu Lei,Shanghai Port,32,CHN,ATACANTE
566,Leonardo,Zhejiang Professional,26,CHN,ATACANTE
567,A. Balboa,Unión Santa Fe,30,COL,ATACANTE
568,A. Rodríguez,Santa Fe,26,COL,ATACANTE
569,J. Alegría,Guangzhou FC,21,COL,ATACANTE
570,J. Ramos,Águilas Doradas,31,COL,ATACANTE
571,E. Medrano,Jaguares de Córdoba,29,COL,ATACANTE
572,S. Giordana,Millonarios,29,COL,ATACANTE
573,J. Pérez,Boyacá Chicó,33,COL,ATACANTE
574,S. Tréllez,Deportivo Pasto,34,COL,ATACANTE
575,F. Suárez,Instituto,29,COL,ATACANTE
576,I. Camargo,Deportivo Cali,24,COL,ATACANTE
577,R. Holgado,América de Cali,28,COL,ATACANTE
578,Á. Rodríguez,Goiás,35,COL,ATACANTE
579,Y. Cabrera,Deportivo Pereira,33,COL,ATACANTE
580,G. Ramírez,Atlético Morelia,34,COL,ATACANTE
581,T. Gutiérrez,Real Cartagena,39,COL,ATACANTE
582,S. Navarro,Fortaleza,23,COL,ATACANTE
583,P. Bueno,Sport Boys,34,COL,ATACANTE
584,M. Gómez,Boyacá Chicó,27,COL,ATACANTE
585,R. Márquez,Atlético Bucaramanga,26,COL,ATACANTE
586,M. Martínez,Atlético Bucaramanga,26,COL,ATACANTE
587,D. López,Zakho,32,COL,ATACANTE
588,Y. Moreno,Envigado,27,COL,ATACANTE
589,A. Rentería,Alianza,31,COL,ATACANTE
590,D. Pabón,Atlético Nacional,36,COL,ATACANTE
591,K. Viveros,La Equidad,24,COL,ATACANTE
592,D. Herazo,San Lorenzo,28,COL,ATACANTE
593,E. Ramírez,Atlético Nacional,25,COL,ATACANTE
594,J. González,Santa Fe,22,COL,ATACANTE
595,D. Mosquera,Atlético Bucaramanga,24,COL,ATACANTE
596,A. Ibargüen,Deportivo Pereira,32,COL,ATACANTE
597,B. Gil,Tolima,22,COL,ATACANTE
598,J. Lloreda,La Equidad,29,COL,ATACANTE
599,L. Pons,Universidad de Chile,34,COL,ATACANTE
600,A. Ramos,América de Cali,38,COL,ATACANTE
601,L. Sandoval,Real Cartagena,24,COL,ATACANTE
602,B. Garcés,Envigado,30,COL,ATACANTE
603,W. Morelo,Jaguares de Córdoba,36,COL,ATACANTE
604,Jefferson Duque,Atlético Nacional,37,COL,ATACANTE
605,A. Parra,Fortaleza,27,COL,ATACANTE
606,B. Muñiz,Medellín,23,COL,ATACANTE
607,H. Rodallega,Santa Fe,38,COL,ATACANTE
608,D. Quintero,Deportivo Pereira,36,COL,ATACANTE
609,M. Pérez,Junior,33,COL,ATACANTE
610,L. Castro,Millonarios,31,COL,ATACANTE
611,C. Bacca,Junior,37,COL,ATACANTE
612,W. Cruz,Boyacá Chicó,30,COL,ATACANTE
613,D. Moreno,Once Caldas,38,COL,ATACANTE
614,J. Bolaños,Guanacasteca,25,CRC,ATACANTE
615,Daniel Díaz,San Carlos,21,CRC,ATACANTE
616,J. Mitchell,Pérez Zeledón,34,CRC,ATACANTE
617,K. Bernard,Puntarenas,27,CRC,ATACANTE
618,L. Madrigal,Sporting FC,31,CRC,ATACANTE
619,O. Sinclair,Deportivo Saprissa,26,CRC,ATACANTE
620,J. Villalobos,Santos de Guápiles,23,CRC,ATACANTE
621,J. Cordero,Puntarenas,22,CRC,ATACANTE
622,J. Navarro,Alajuelense,25,CRC,ATACANTE
623,J. Moya,Alajuelense,32,CRC,ATACANTE
624,A. Villalobos,Municipal Grecia,29,CRC,ATACANTE
625,K. Cole,Municipal Grecia,25,CRC,ATACANTE
626,M. Ureña,Cartaginés,34,CRC,ATACANTE
627,E. Torres,Herediano,31,CRC,ATACANTE
628,B. Rojas,Municipal Liberia,26,CRC,ATACANTE
629,J. Montenegro,Egnatia Rrogozhinë,23,CRC,ATACANTE
630,J. Córdoba,Guanacasteca,25,CRC,ATACANTE
631,J. Monge,Pérez Zeledón,21,CRC,ATACANTE
632,J. Venegas,Alajuelense,35,CRC,ATACANTE
633,J. Godínez,Nantong Zhiyun,27,CRC,ATACANTE
634,D. Rodríguez,Puntarenas,21,CRC,ATACANTE
635,J. Daly,Cartaginés,26,CRC,ATACANTE
636,G. Leiva,San Carlos,29,CRC,ATACANTE
637,D. Colindres,Municipal Liberia,39,CRC,ATACANTE
638,R. Vidal,Municipal Liberia,30,CRC,ATACANTE
639,W. Madrigal,Deportivo Saprissa,19,CRC,ATACANTE
640,J. Hernández,Guanacasteca,30,CRC,ATACANTE
641,S. Matarrita,Santos de Guápiles,33,CRC,ATACANTE
642,A. Rodríguez,Deportivo Saprissa,34,CRC,ATACANTE
643,Steven Cárdenas,Sporting FC,32,CRC,ATACANTE
644,J. McDonald,San Carlos,36,CRC,ATACANTE
645,M. Hernández,Cartaginés,34,CRC,ATACANTE
646,J. Campbell,Alajuelense,31,CRC,ATACANTE
647,K. Špeljak,Rudeš,21,CRO,ATACANTE
648,A. Matković,Osijek,18,CRO,ATACANTE
649,M. Dabro,Varaždin,27,CRO,ATACANTE
650,E. Filet,Istra 1961,22,CRO,ATACANTE
651,T. Matavž,Gorica,35,CRO,ATACANTE
652,S. Kulenović,Dinamo Zagreb,24,CRO,ATACANTE
653,J. Obregón,Rijeka,27,CRO,ATACANTE
654,A. Jurič,Gorica,21,CRO,ATACANTE
655,I. Tuci,Sparta Praha,23,CRO,ATACANTE
656,D. Čop,Lokomotiva Zagreb,34,CRO,ATACANTE
657,F. Brodić,Dinamo Zagreb,27,CRO,ATACANTE
658,F. Ivanović,Rijeka,20,CRO,ATACANTE
659,N. Vujnović,Gorica,27,CRO,ATACANTE
660,A. Erceg,Istra 1961,34,CRO,ATACANTE
661,T. Štrkalj,Slaven Belupo,27,CRO,ATACANTE
662,B. Petković,Dinamo Zagreb,29,CRO,ATACANTE
663,M. Livaja,Hajduk Split,30,CRO,ATACANTE
664,R. Miérez,Osijek,27,CRO,ATACANTE
665,K. Špeljak,Rudeš,21,CZH,ATACANTE
666,T. Vachoušek,Vlašim,20,CZH,ATACANTE
667,R. Durosinmi,Viktoria Plzeň,21,CZH,ATACANTE
668,A. Matković,Osijek,18,CZH,ATACANTE
669,M. Dabro,Varaždin,27,CZH,ATACANTE
670,J. Skalák,České Budějovice,32,CZH,ATACANTE
671,D. Hollý,Jablonec,20,CZH,ATACANTE
672,M. Regáli,Karviná,30,CZH,ATACANTE
673,M. Ristovski,Bohemians 1905,26,CZH,ATACANTE
674,V. Olatunji,Sparta Praha,24,CZH,ATACANTE
675,V. Drchal,Jablonec,24,CZH,ATACANTE
676,D. Pleštil,Jablonec,24,CZH,ATACANTE
677,M. Pulkrab,Mladá Boleslav,27,CZH,ATACANTE
678,P. Černý,Pardubice,39,CZH,ATACANTE
679,M. Kozák,Bohemians 1905,23,CZH,ATACANTE
680,M. Doležal,Karviná,34,CZH,ATACANTE
681,M. Tijani,Slavia Praha,23,CZH,ATACANTE
682,J. Klíma,Baník Ostrava,27,CZH,ATACANTE
683,D. Puškáč,Bohemians 1905,31,CZH,ATACANTE
684,T. Zlatohlávek,Pardubice,24,CZH,ATACANTE
685,M. van Buren,Slavia Praha,31,CZH,ATACANTE
686,E. Filet,Istra 1961,22,CZH,ATACANTE
687,T. Matavž,Gorica,35,CZH,ATACANTE
688,S. Kulenović,Dinamo Zagreb,24,CZH,ATACANTE
689,J. Obregón,Rijeka,27,CZH,ATACANTE
690,R. Cicilia,Slovácko,29,CZH,ATACANTE
691,A. Jurič,Gorica,21,CZH,ATACANTE
692,A. Alégué,Jablonec,27,CZH,ATACANTE
693,L. Krobot,Pardubice,23,CZH,ATACANTE
694,M. Vydra,Viktoria Plzeň,32,CZH,ATACANTE
695,L. Ezeh,Karviná,20,CZH,ATACANTE
696,J. Matoušek,Bohemians 1905,26,CZH,ATACANTE
697,I. Tuci,Sparta Praha,23,CZH,ATACANTE
698,Q. Adediran,Baník Ostrava,23,CZH,ATACANTE
699,Mohamed Yasser,Teplice,23,CZH,ATACANTE
700,D. Čop,Lokomotiva Zagreb,34,CZH,ATACANTE
701,F. Brodić,Dinamo Zagreb,27,CZH,ATACANTE
702,J. Chramosta,Jablonec,33,CZH,ATACANTE
703,F. Ivanović,Rijeka,20,CZH,ATACANTE
704,A. Akinyemi,Karviná,25,CZH,ATACANTE
705,F. Vecheta,Slovácko,21,CZH,ATACANTE
706,N. Vujnović,Gorica,27,CZH,ATACANTE
707,V. Patrák,Pardubice,24,CZH,ATACANTE
708,A. Tanko,Baník Ostrava,26,CZH,ATACANTE
709,A. Erceg,Istra 1961,34,CZH,ATACANTE
710,Abdulla Yusuf Helal,Mladá Boleslav,30,CZH,ATACANTE
711,Z. Ondrášek,České Budějovice,35,CZH,ATACANTE
712,L. Juliš,Sigma Olomouc,29,CZH,ATACANTE
713,M. Chytil,Slavia Praha,25,CZH,ATACANTE
714,D. Fila,Teplice,21,CZH,ATACANTE
715,T. Chorý,Viktoria Plzeň,29,CZH,ATACANTE
716,L. Kulenović,Slovan Liberec,24,CZH,ATACANTE
717,T. Štrkalj,Slaven Belupo,27,CZH,ATACANTE
718,B. Petković,Dinamo Zagreb,29,CZH,ATACANTE
719,M. Livaja,Hajduk Split,30,CZH,ATACANTE
720,J. Kuchta,Sparta Praha,27,CZH,ATACANTE
721,E. Prekop,Bohemians 1905,26,CZH,ATACANTE
722,D. Vašulín,Hradec Králové,25,CZH,ATACANTE
723,R. Miérez,Osijek,27,CZH,ATACANTE
724,M. Fenger,OB,22,DEN,ATACANTE
725,S. Makienok,Hvidovre,33,DEN,ATACANTE
726,Renato Júnior,Viborg,21,DEN,ATACANTE
727,J. Amon,Lyngby,25,DEN,ATACANTE
728,M. Fuseini,Randers,22,DEN,ATACANTE
729,J. Larsson,København,26,DEN,ATACANTE
730,O. Brynhildsen,Midtjylland,25,DEN,ATACANTE
731,Franculino Djú,Midtjylland,19,DEN,ATACANTE
732,O. Óskarsson,København,19,DEN,ATACANTE
733,M. Kvistgaarden,Brøndby,22,DEN,ATACANTE
734,T. Thomsen,Hvidovre,31,DEN,ATACANTE
735,A. Lind,Silkeborg,21,DEN,ATACANTE
736,F. Bundgaard,Brøndby,19,DEN,ATACANTE
737,T. Bech,AGF,22,DEN,ATACANTE
738,M. Ingvartsen,Nordsjælland,28,DEN,ATACANTE
739,T. Adamsen,Silkeborg,29,DEN,ATACANTE
740,F. Gytkjær,Lyngby,31,DEN,ATACANTE
741,S. Odey,Randers,26,DEN,ATACANTE
742,I. Osman,Nordsjælland,19,DEN,ATACANTE
743,B. Kadrii,OB,32,DEN,ATACANTE
744,A. Ementa,Viborg,22,DEN,ATACANTE
745,O. Omoijuanfo,Brøndby,30,DEN,ATACANTE
746,A. Gudjohnsen,Lyngby,22,DEN,ATACANTE
747,G. Onugkha,Vejle,27,DEN,ATACANTE
748,Cho Gue-Sung,Midtjylland,26,DEN,ATACANTE
749,P. Mortensen,AGF,34,DEN,ATACANTE
750,J. Bauman,Mushuc Runa,33,ECU,ATACANTE
751,F. Pons,Macará,28,ECU,ATACANTE
752,P. Guerrero,César Vallejo,40,ECU,ATACANTE
753,T. Donsanti,Libertad,24,ECU,ATACANTE
754,E. Mendoza,Imbabura,22,ECU,ATACANTE
755,L. Díaz,Independiente del Valle,25,ECU,ATACANTE
756,G. Cortéz,Barcelona,28,ECU,ATACANTE
757,A. Arce,LDU Quito,28,ECU,ATACANTE
758,E . Carabalí,Cumbayá,24,ECU,ATACANTE
759,A. Rodríguez,Ararat-Armenia,28,ECU,ATACANTE
760,J. Borja,El Nacional,30,ECU,ATACANTE
761,W. Herrera,Orense,26,ECU,ATACANTE
762,C. Martínez Borja,Patriotas Boyacá,36,ECU,ATACANTE
763,D. Armas,Técnico Universitario,33,ECU,ATACANTE
764,J. Rezabala,Sumqayıt,24,ECU,ATACANTE
765,J. Angulo,Delfin,29,ECU,ATACANTE
766,J. Blanco,Aucas,32,ECU,ATACANTE
767,J. Alman,Delfin,29,ECU,ATACANTE
768,J. Cifuente,Universidad Católica,31,ECU,ATACANTE
769,M. Parrales,LDU Quito,28,ECU,ATACANTE
770,J. Ordoñez,El Nacional,28,ECU,ATACANTE
771,M. Hoyos,Independiente del Valle,32,ECU,ATACANTE
772,R. Tapia,Cumbayá,31,ECU,ATACANTE
773,D. Ledesma,Mushuc Runa,30,ECU,ATACANTE
774,B. Palacios,El Nacional,29,ECU,ATACANTE
775,D. Coronel,Orense,21,ECU,ATACANTE
776,J. Sornoza,Independiente del Valle,30,ECU,ATACANTE
777,R. Becerra,Deportivo Cuenca,36,ECU,ATACANTE
778,A. Maziero,Orense,26,ECU,ATACANTE
779,J. Ayoví,Emelec,36,ECU,ATACANTE
780,D. Porozo,Macará,26,ECU,ATACANTE
781,F. Fydriszewski,Barcelona,31,ECU,ATACANTE
782,F. Castelli,Emelec,29,ECU,ATACANTE
783,S. González,Mushuc Runa,29,ECU,ATACANTE
784,J. Medina,Aucas,29,ECU,ATACANTE
785,W. Osula,Sheffield United,20,ENG1,ATACANTE
786,J. Rodriguez,Burnley,34,ENG1,ATACANTE
787,D. Fofana,Burnley,21,ENG1,ATACANTE
788,J. Bellegarde,Wolverhampton Wanderers,25,ENG1,ATACANTE
789,Beto,Everton,26,ENG1,ATACANTE
790,C. Wilson,Newcastle United,32,ENG1,ATACANTE
791,B. Brereton Díaz,Sheffield United,25,ENG1,ATACANTE
792,T. Awoniyi,Nottingham Forest,26,ENG1,ATACANTE
793,E. Nketiah,Arsenal,24,ENG1,ATACANTE
794,Diogo Jota,Liverpool,27,ENG1,ATACANTE
795,O. McBurnie,Sheffield United,27,ENG1,ATACANTE
796,E. Adebayo,Luton Town,26,ENG1,ATACANTE
797,R. Jiménez,Fulham,33,ENG1,ATACANTE
798,E. Ferguson,Brighton,19,ENG1,ATACANTE
799,I. Toney,Brentford,28,ENG1,ATACANTE
800,N. Maupay,Brentford,27,ENG1,ATACANTE
801,Richarlison,Tottenham Hotspur,27,ENG1,ATACANTE
802,Gabriel Jesus,Arsenal,27,ENG1,ATACANTE
803,Rodrigo Muniz,Fulham,23,ENG1,ATACANTE
804,O. Édouard,Crystal Palace,26,ENG1,ATACANTE
805,D. Welbeck,Brighton,33,ENG1,ATACANTE
806,C. Gakpo,Liverpool,25,ENG1,ATACANTE
807,M. Antonio,West Ham United,34,ENG1,ATACANTE
808,L. Foster,Burnley,23,ENG1,ATACANTE
809,C. Archer,Sheffield United,22,ENG1,ATACANTE
810,C. Wood,Nottingham Forest,32,ENG1,ATACANTE
811,Z. Amdouni,Burnley,23,ENG1,ATACANTE
812,João Pedro,Brighton,22,ENG1,ATACANTE
813,D. Núñez,Liverpool,24,ENG1,ATACANTE
814,D. Calvert-Lewin,Everton,27,ENG1,ATACANTE
815,R. Højlund,Manchester United,21,ENG1,ATACANTE
816,M. Diaby,Aston Villa,24,ENG1,ATACANTE
817,Hwang Hee-Chan,Wolverhampton Wanderers,28,ENG1,ATACANTE
818,A. Isak,Newcastle United,24,ENG1,ATACANTE
819,J. Mateta,Crystal Palace,26,ENG1,ATACANTE
820,Matheus Cunha,Wolverhampton Wanderers,24,ENG1,ATACANTE
821,E. Haaland,Manchester City,23,ENG1,ATACANTE
822,Y. Wissa,Brentford,27,ENG1,ATACANTE
823,J. Álvarez,Manchester City,24,ENG1,ATACANTE
824,N. Jackson,Chelsea,22,ENG1,ATACANTE
825,C. Morris,Luton Town,28,ENG1,ATACANTE
826,Son Heung-Min,Tottenham Hotspur,31,ENG1,ATACANTE
827,J. Bowen,West Ham United,27,ENG1,ATACANTE
828,O. Watkins,Aston Villa,28,ENG1,ATACANTE
829,D. Solanke,Bournemouth,26,ENG1,ATACANTE
830,N. Rusyn,Sunderland,25,ENG2,ATACANTE
831,E. Dennis,Watford,26,ENG2,ATACANTE
832,H. Leonard,Blackburn Rovers,20,ENG2,ATACANTE
833,M. Burstow,Sunderland,20,ENG2,ATACANTE
834,M. Obafemi,Millwall,23,ENG2,ATACANTE
835,K. Iheanacho,Leicester City,27,ENG2,ATACANTE
836,B. Waine,Plymouth Argyle,22,ENG2,ATACANTE
837,M. Bundu,Plymouth Argyle,27,ENG2,ATACANTE
838,J. Coburn,Middlesbrough,21,ENG2,ATACANTE
839,S. Hogan,Birmingham City,32,ENG2,ATACANTE
840,N. Ennis,Stoke City,24,ENG2,ATACANTE
841,P. Daka,Leicester City,25,ENG2,ATACANTE
842,B. Cadamarteri,Sheffield Wednesday,19,ENG2,ATACANTE
843,K. Moore,Ipswich Town,31,ENG2,ATACANTE
844,K. Etete,Cardiff City,22,ENG2,ATACANTE
845,T. Eaves,Rotherham United,32,ENG2,ATACANTE
846,D. Ward,Huddersfield Town,33,ENG2,ATACANTE
847,H. Cornick,Bristol City,29,ENG2,ATACANTE
848,T. Campbell,Stoke City,24,ENG2,ATACANTE
849,A. Connolly,Hull City,24,ENG2,ATACANTE
850,A. Weimann,West Bromwich Albion,32,ENG2,ATACANTE
851,E. Riis,Preston North End,25,ENG2,ATACANTE
852,M. Smith,Sheffield Wednesday,32,ENG2,ATACANTE
853,A. Idah,Celtic,23,ENG2,ATACANTE
854,K. Nisbet,Millwall,27,ENG2,ATACANTE
855,S. Silvera,Middlesbrough,23,ENG2,ATACANTE
856,R. Mmaee,Stoke City,26,ENG2,ATACANTE
857,N. Wells,Bristol City,33,ENG2,ATACANTE
858,P. Bamford,Leeds United,30,ENG2,ATACANTE
859,Fábio Carvalho,Hull City,21,ENG2,ATACANTE
860,G. Hirst,Ipswich Town,25,ENG2,ATACANTE
861,S. Gallagher,Blackburn Rovers,28,ENG2,ATACANTE
862,J. Vardy,Leicester City,37,ENG2,ATACANTE
863,M. Osmajić,Preston North End,24,ENG2,ATACANTE
864,S. Armstrong,Queens Park Rangers,20,ENG2,ATACANTE
865,M. Rajović,Watford,24,ENG2,ATACANTE
866,J. Sargent,Norwich City,24,ENG2,ATACANTE
867,T. Bradshaw,Millwall,31,ENG2,ATACANTE
868,E. Latte Lath,Middlesbrough,25,ENG2,ATACANTE
869,O. Tufan,Hull City,29,ENG2,ATACANTE
870,Y. Meïté,Cardiff City,28,ENG2,ATACANTE
871,M. Godden,Coventry City,32,ENG2,ATACANTE
872,L. Delap,Hull City,21,ENG2,ATACANTE
873,D. Burgzorg,Huddersfield Town,25,ENG2,ATACANTE
874,I. Ugbo,Sheffield Wednesday,25,ENG2,ATACANTE
875,V. Bayo,Watford,27,ENG2,ATACANTE
876,T. Conway,Bristol City,21,ENG2,ATACANTE
877,T. Dolan,Blackburn Rovers,22,ENG2,ATACANTE
878,S. Nombe,Rotherham United,25,ENG2,ATACANTE
879,J. Yates,Swansea City,27,ENG2,ATACANTE
880,C. Adams,Southampton,27,ENG2,ATACANTE
881,J. Hugill,Rotherham United,31,ENG2,ATACANTE
882,L. Cullen,Swansea City,25,ENG2,ATACANTE
883,J. Koroma,Huddersfield Town,25,ENG2,ATACANTE
884,A. Barnes,Norwich City,34,ENG2,ATACANTE
885,W. Keane,Preston North End,31,ENG2,ATACANTE
886,E. Simms,Coventry City,23,ENG2,ATACANTE
887,L. Dykes,Queens Park Rangers,28,ENG2,ATACANTE
888,R. Hardie,Plymouth Argyle,27,ENG2,ATACANTE
889,B. Thomas-Asante,West Bromwich Albion,25,ENG2,ATACANTE
890,J. Wallace,West Bromwich Albion,30,ENG2,ATACANTE
891,H. Wright,Coventry City,26,ENG2,ATACANTE
892,J. Stansfield,Birmingham City,21,ENG2,ATACANTE
893,J. Bellingham,Sunderland,18,ENG2,ATACANTE
894,Z. Flemming,Millwall,25,ENG2,ATACANTE
895,S. Szmodics,Blackburn Rovers,28,ENG2,ATACANTE
896,G. Rutter,Leeds United,22,ENG2,ATACANTE
897,A. Armstrong,Southampton,27,ENG2,ATACANTE
898,R. Hudd,VPS,19,FIN,ATACANTE
899,Dé,Oleksandria,26,FIN,ATACANTE
900,J. Wurtz,Freiburg II,31,FIN,ATACANTE
901,J. Streng,Ascoli,22,FIN,ATACANTE
902,T. Olawale,Mariehamn,25,FIN,ATACANTE
903,J. Lescano,Chongqing Tongliang Long,31,FIN,ATACANTE
904,J. Hopcutt,Östersunds FK,31,FIN,ATACANTE
905,D. Rojas,Curicó Unido,29,FIN,ATACANTE
906,O. Koskinen,Lahti,21,FIN,ATACANTE
907,Mika,Negeri Sembilan,31,FIN,ATACANTE
908,A. Ngueukam,Mariehamn,35,FIN,ATACANTE
909,B. Radulović,Huddersfield Town,24,FIN,ATACANTE
910,A. Larsson,Mariehamn,24,FIN,ATACANTE
911,P. Forsell,Korona Kielce,33,FIN,ATACANTE
912,Willis Furtado,Floriana,26,FIN,ATACANTE
913,Matheus Alves,Lahti,30,FIN,ATACANTE
914,D. Smith,Inter Turku,28,FIN,ATACANTE
915,A. Olusanya,HJK,24,FIN,ATACANTE
